year,crops,irr,nat_yield,scenario,region_code,irr_label
92,wheat_winter,2,2.8849644581706033,neon_14_to_14,DS,Dry
93,barley_spring,1,6.595690669309578,neon_14_to_14,DS,Irrigated
93,barley_spring,2,3.179035139467584,neon_14_to_14,DS,Dry
93,corn_grain,1,7.691650746225455,neon_14_to_14,DS,Irrigated
93,corn_grain,2,7.436377075198629,neon_14_to_14,DS,Dry
93,corn_silage,1,29.783409875925223,neon_14_to_14,DS,Irrigated
93,corn_silage,2,22.417409194258806,neon_14_to_14,DS,Dry
93,cotton_upland,1,0.8835792455958985,neon_14_to_14,DS,Irrigated
93,cotton_upland,2,0.9924956590067793,neon_14_to_14,DS,Dry
93,hay_alfalfa,1,10.36236434657429,neon_14_to_14,DS,Irrigated
93,hay_alfalfa,2,4.32786015283702,neon_14_to_14,DS,Dry
93,hay_non_alfalfa,1,5.253721000463874,neon_14_to_14,DS,Irrigated
93,hay_non_alfalfa,2,4.449283051068905,neon_14_to_14,DS,Dry
93,oats_fall,2,1.229204620982669,neon_14_to_14,DS,Dry
93,oats_spring,1,3.435894271208782,neon_14_to_14,DS,Irrigated
93,oats_spring,2,2.1664916316901315,neon_14_to_14,DS,Dry
93,potatoes_fall,1,49.87369753996514,neon_14_to_14,DS,Irrigated
93,potatoes_summer,2,26.007496333291158,neon_14_to_14,DS,Dry
93,rice,1,6.532465104693695,neon_14_to_14,DS,Irrigated
93,soybeans,1,2.6580836761776387,neon_14_to_14,DS,Irrigated
93,soybeans,2,2.0689304967833975,neon_14_to_14,DS,Dry
93,sugarbeets,1,61.86631758899317,neon_14_to_14,DS,Irrigated
93,wheat_durum,2,2.4784736999155226,neon_14_to_14,DS,Dry
93,wheat_spring,1,4.421858086923604,neon_14_to_14,DS,Irrigated
93,wheat_spring,2,3.571159287628966,neon_14_to_14,DS,Dry
93,wheat_winter,1,3.4764194261349695,neon_14_to_14,DS,Irrigated
93,wheat_winter,2,2.998539271838046,neon_14_to_14,DS,Dry
94,barley_spring,1,6.6097118886836155,neon_14_to_14,DS,Irrigated
94,barley_spring,2,3.1814034235513637,neon_14_to_14,DS,Dry
94,corn_grain,1,7.6836759248243025,neon_14_to_14,DS,Irrigated
94,corn_grain,2,7.435888799284187,neon_14_to_14,DS,Dry
94,corn_silage,1,29.54897693626547,neon_14_to_14,DS,Irrigated
94,corn_silage,2,22.52447332769489,neon_14_to_14,DS,Dry
94,cotton_upland,1,0.8715656344914328,neon_14_to_14,DS,Irrigated
94,cotton_upland,2,0.987143229619211,neon_14_to_14,DS,Dry
94,hay_alfalfa,1,10.362892261946943,neon_14_to_14,DS,Irrigated
94,hay_alfalfa,2,4.3394858622185115,neon_14_to_14,DS,Dry
94,hay_non_alfalfa,1,5.254247556729839,neon_14_to_14,DS,Irrigated
94,hay_non_alfalfa,2,4.473870763112444,neon_14_to_14,DS,Dry
94,oats_fall,2,1.2030777679548348,neon_14_to_14,DS,Dry
94,oats_spring,1,3.4354039387436996,neon_14_to_14,DS,Irrigated
94,oats_spring,2,2.1688089104176065,neon_14_to_14,DS,Dry
94,potatoes_fall,1,49.96053673332071,neon_14_to_14,DS,Irrigated
94,potatoes_summer,2,25.085031013329665,neon_14_to_14,DS,Dry
94,rice,1,6.464160427228258,neon_14_to_14,DS,Irrigated
94,soybeans,1,2.6584530999017915,neon_14_to_14,DS,Irrigated
94,soybeans,2,2.1560185832389953,neon_14_to_14,DS,Dry
94,sugarbeets,1,61.6591433708712,neon_14_to_14,DS,Irrigated
94,wheat_durum,2,2.4548869964156936,neon_14_to_14,DS,Dry
94,wheat_spring,1,4.42444357410717,neon_14_to_14,DS,Irrigated
94,wheat_spring,2,3.5707893632045113,neon_14_to_14,DS,Dry
94,wheat_winter,1,3.3519335548234492,neon_14_to_14,DS,Irrigated
94,wheat_winter,2,2.8084802999989473,neon_14_to_14,DS,Dry
95,barley_spring,1,6.586618228267045,neon_14_to_14,DS,Irrigated
95,barley_spring,2,3.178010914520318,neon_14_to_14,DS,Dry
95,corn_grain,1,7.687011504474446,neon_14_to_14,DS,Irrigated
95,corn_grain,2,7.481537051794395,neon_14_to_14,DS,Dry
95,corn_silage,1,30.006450962073426,neon_14_to_14,DS,Irrigated
95,corn_silage,2,22.669882850813348,neon_14_to_14,DS,Dry
95,cotton_upland,1,0.875733346061229,neon_14_to_14,DS,Irrigated
95,cotton_upland,2,0.9824623157536844,neon_14_to_14,DS,Dry
95,hay_alfalfa,1,10.364174629169284,neon_14_to_14,DS,Irrigated
95,hay_alfalfa,2,4.407834722529974,neon_14_to_14,DS,Dry
95,hay_non_alfalfa,1,5.254943970311791,neon_14_to_14,DS,Irrigated
95,hay_non_alfalfa,2,4.470160013582153,neon_14_to_14,DS,Dry
95,oats_fall,2,1.1736447616453374,neon_14_to_14,DS,Dry
95,oats_spring,1,3.4375016230612587,neon_14_to_14,DS,Irrigated
95,oats_spring,2,2.159423578409952,neon_14_to_14,DS,Dry
95,potatoes_fall,1,49.841105941284056,neon_14_to_14,DS,Irrigated
95,potatoes_summer,2,25.821340394437907,neon_14_to_14,DS,Dry
95,rice,1,6.493225571821092,neon_14_to_14,DS,Irrigated
95,soybeans,1,2.6558928659797947,neon_14_to_14,DS,Irrigated
95,soybeans,2,2.156582267730796,neon_14_to_14,DS,Dry
95,sugarbeets,1,60.98950348559883,neon_14_to_14,DS,Irrigated
95,wheat_durum,2,2.455606801466438,neon_14_to_14,DS,Dry
95,wheat_spring,1,4.426215288829558,neon_14_to_14,DS,Irrigated
95,wheat_spring,2,3.572755067612691,neon_14_to_14,DS,Dry
95,wheat_winter,1,3.370008233887745,neon_14_to_14,DS,Irrigated
95,wheat_winter,2,2.8925041260024638,neon_14_to_14,DS,Dry
96,barley_spring,1,6.606535499754311,neon_14_to_14,DS,Irrigated
96,barley_spring,2,3.1809703005437053,neon_14_to_14,DS,Dry
96,corn_grain,1,7.678034910566726,neon_14_to_14,DS,Irrigated
96,corn_grain,2,7.436970258152632,neon_14_to_14,DS,Dry
96,corn_silage,1,29.184684714062602,neon_14_to_14,DS,Irrigated
96,corn_silage,2,22.353141335507328,neon_14_to_14,DS,Dry
96,cotton_upland,1,0.8695558592899267,neon_14_to_14,DS,Irrigated
96,cotton_upland,2,0.9889353738900666,neon_14_to_14,DS,Dry
96,hay_alfalfa,1,10.357248066218785,neon_14_to_14,DS,Irrigated
96,hay_alfalfa,2,4.3351735194858865,neon_14_to_14,DS,Dry
96,hay_non_alfalfa,1,5.252095469992795,neon_14_to_14,DS,Irrigated
96,hay_non_alfalfa,2,4.459386550300304,neon_14_to_14,DS,Dry
96,oats_fall,2,1.3540375705960324,neon_14_to_14,DS,Dry
96,oats_spring,1,3.426705899176561,neon_14_to_14,DS,Irrigated
96,oats_spring,2,2.1646441184569123,neon_14_to_14,DS,Dry
96,potatoes_fall,1,50.111960374967595,neon_14_to_14,DS,Irrigated
96,potatoes_summer,2,25.789175502982786,neon_14_to_14,DS,Dry
96,rice,1,6.464707641878127,neon_14_to_14,DS,Irrigated
96,soybeans,1,2.652624324810732,neon_14_to_14,DS,Irrigated
96,soybeans,2,2.12407019919321,neon_14_to_14,DS,Dry
96,sugarbeets,1,61.38716082552421,neon_14_to_14,DS,Irrigated
96,wheat_durum,2,2.4317653635591143,neon_14_to_14,DS,Dry
96,wheat_spring,1,4.395704380125015,neon_14_to_14,DS,Irrigated
96,wheat_spring,2,3.565759672112966,neon_14_to_14,DS,Dry
96,wheat_winter,1,3.3795346726899416,neon_14_to_14,DS,Irrigated
96,wheat_winter,2,3.0977437995949546,neon_14_to_14,DS,Dry
97,barley_spring,1,6.575598504098844,neon_14_to_14,DS,Irrigated
97,barley_spring,2,3.17079804570152,neon_14_to_14,DS,Dry
97,corn_grain,1,7.692773884972487,neon_14_to_14,DS,Irrigated
97,corn_grain,2,7.484401122980244,neon_14_to_14,DS,Dry
97,corn_silage,1,29.712764728137184,neon_14_to_14,DS,Irrigated
97,corn_silage,2,22.628958901021456,neon_14_to_14,DS,Dry
97,cotton_upland,1,0.8820771283464321,neon_14_to_14,DS,Irrigated
97,cotton_upland,2,0.9927142767842349,neon_14_to_14,DS,Dry
97,hay_alfalfa,1,10.359542295859516,neon_14_to_14,DS,Irrigated
97,hay_alfalfa,2,4.364050089282113,neon_14_to_14,DS,Dry
97,hay_non_alfalfa,1,5.252244684542123,neon_14_to_14,DS,Irrigated
97,hay_non_alfalfa,2,4.452498712002876,neon_14_to_14,DS,Dry
97,oats_fall,2,1.0749086520244218,neon_14_to_14,DS,Dry
97,oats_spring,1,3.43424155643649,neon_14_to_14,DS,Irrigated
97,oats_spring,2,2.1626642045436175,neon_14_to_14,DS,Dry
97,potatoes_fall,1,49.61250934451772,neon_14_to_14,DS,Irrigated
97,potatoes_summer,2,25.944968913206964,neon_14_to_14,DS,Dry
97,rice,1,6.541050347367582,neon_14_to_14,DS,Irrigated
97,soybeans,1,2.662079653634049,neon_14_to_14,DS,Irrigated
97,soybeans,2,2.140576361321285,neon_14_to_14,DS,Dry
97,sugarbeets,1,60.63465272838681,neon_14_to_14,DS,Irrigated
97,wheat_durum,2,2.5016103069628888,neon_14_to_14,DS,Dry
97,wheat_spring,1,4.409742958048435,neon_14_to_14,DS,Irrigated
97,wheat_spring,2,3.5784836078743916,neon_14_to_14,DS,Dry
97,wheat_winter,1,3.1863710859111047,neon_14_to_14,DS,Irrigated
97,wheat_winter,2,2.564722797533669,neon_14_to_14,DS,Dry
98,barley_spring,1,6.613099979072466,neon_14_to_14,DS,Irrigated
98,barley_spring,2,3.1829969174709722,neon_14_to_14,DS,Dry
98,corn_grain,1,7.690628494232579,neon_14_to_14,DS,Irrigated
98,corn_grain,2,7.442499140476389,neon_14_to_14,DS,Dry
98,corn_silage,1,29.533592572162785,neon_14_to_14,DS,Irrigated
98,corn_silage,2,22.549039935523222,neon_14_to_14,DS,Dry
98,cotton_upland,1,0.8740846248828776,neon_14_to_14,DS,Irrigated
98,cotton_upland,2,0.9865080723463959,neon_14_to_14,DS,Dry
98,hay_alfalfa,1,10.362358204917058,neon_14_to_14,DS,Irrigated
98,hay_alfalfa,2,4.342508986228067,neon_14_to_14,DS,Dry
98,hay_non_alfalfa,1,5.253703573246611,neon_14_to_14,DS,Irrigated
98,hay_non_alfalfa,2,4.42306221158593,neon_14_to_14,DS,Dry
98,oats_fall,2,1.1778247544606153,neon_14_to_14,DS,Dry
98,oats_spring,1,3.435056615204362,neon_14_to_14,DS,Irrigated
98,oats_spring,2,2.1781653206731812,neon_14_to_14,DS,Dry
98,potatoes_fall,1,50.20674593035978,neon_14_to_14,DS,Irrigated
98,potatoes_summer,2,25.550006373146022,neon_14_to_14,DS,Dry
98,rice,1,6.496946778858713,neon_14_to_14,DS,Irrigated
98,soybeans,1,2.6601607197753645,neon_14_to_14,DS,Irrigated
98,soybeans,2,2.111439798487211,neon_14_to_14,DS,Dry
98,sugarbeets,1,61.42590387569736,neon_14_to_14,DS,Irrigated
98,wheat_durum,2,2.4797841899497226,neon_14_to_14,DS,Dry
98,wheat_spring,1,4.419497147950042,neon_14_to_14,DS,Irrigated
98,wheat_spring,2,3.5867836238014346,neon_14_to_14,DS,Dry
98,wheat_winter,1,3.22877525556018,neon_14_to_14,DS,Irrigated
98,wheat_winter,2,2.763465864933897,neon_14_to_14,DS,Dry
99,barley_spring,1,6.596657606751751,neon_14_to_14,DS,Irrigated
99,barley_spring,2,3.1735205497503203,neon_14_to_14,DS,Dry
99,corn_grain,1,7.695672918951993,neon_14_to_14,DS,Irrigated
99,corn_grain,2,7.439914371148476,neon_14_to_14,DS,Dry
99,corn_silage,1,29.68494784720245,neon_14_to_14,DS,Irrigated
99,corn_silage,2,22.49582505391401,neon_14_to_14,DS,Dry
99,cotton_upland,1,0.8749236205059687,neon_14_to_14,DS,Irrigated
99,cotton_upland,2,0.9837908678870928,neon_14_to_14,DS,Dry
99,hay_alfalfa,1,10.366089056788633,neon_14_to_14,DS,Irrigated
99,hay_alfalfa,2,4.317865598803604,neon_14_to_14,DS,Dry
99,hay_non_alfalfa,1,5.255606036784353,neon_14_to_14,DS,Irrigated
99,hay_non_alfalfa,2,4.386410392921457,neon_14_to_14,DS,Dry
99,oats_fall,2,1.1521173322046767,neon_14_to_14,DS,Dry
99,oats_spring,1,3.438618291256955,neon_14_to_14,DS,Irrigated
99,oats_spring,2,2.163423530212504,neon_14_to_14,DS,Dry
99,potatoes_fall,1,49.83785295211592,neon_14_to_14,DS,Irrigated
99,potatoes_summer,2,25.53666527235271,neon_14_to_14,DS,Dry
99,rice,1,6.467904883294731,neon_14_to_14,DS,Irrigated
99,soybeans,1,2.6584633406590608,neon_14_to_14,DS,Irrigated
99,soybeans,2,2.098333187345658,neon_14_to_14,DS,Dry
99,sugarbeets,1,61.902900571223775,neon_14_to_14,DS,Irrigated
99,wheat_durum,2,2.4393480749298155,neon_14_to_14,DS,Dry
99,wheat_spring,1,4.4328479099907305,neon_14_to_14,DS,Irrigated
99,wheat_spring,2,3.5623265189438333,neon_14_to_14,DS,Dry
99,wheat_winter,1,3.3023314764127343,neon_14_to_14,DS,Irrigated
99,wheat_winter,2,2.8034553108142024,neon_14_to_14,DS,Dry
100,barley_spring,1,6.609719132905081,neon_14_to_14,DS,Irrigated
100,barley_spring,2,3.185001154588542,neon_14_to_14,DS,Dry
100,corn_grain,1,7.6850997937340315,neon_14_to_14,DS,Irrigated
100,corn_grain,2,7.470315976777977,neon_14_to_14,DS,Dry
100,corn_silage,1,29.67253822634888,neon_14_to_14,DS,Irrigated
100,corn_silage,2,22.577215353562426,neon_14_to_14,DS,Dry
100,cotton_upland,1,0.8703626210600183,neon_14_to_14,DS,Irrigated
100,cotton_upland,2,0.9913686325148526,neon_14_to_14,DS,Dry
100,hay_alfalfa,1,10.363536573357583,neon_14_to_14,DS,Irrigated
100,hay_alfalfa,2,4.369139005208167,neon_14_to_14,DS,Dry
100,hay_non_alfalfa,1,5.254268369718986,neon_14_to_14,DS,Irrigated
100,hay_non_alfalfa,2,4.474419684731392,neon_14_to_14,DS,Dry
100,oats_fall,2,1.140201527272527,neon_14_to_14,DS,Dry
100,oats_spring,1,3.438584637438956,neon_14_to_14,DS,Irrigated
100,oats_spring,2,2.1696700565337466,neon_14_to_14,DS,Dry
100,potatoes_fall,1,50.170791219300675,neon_14_to_14,DS,Irrigated
100,potatoes_summer,2,25.51905188212051,neon_14_to_14,DS,Dry
100,rice,1,6.489566868079481,neon_14_to_14,DS,Irrigated
100,soybeans,1,2.6553931977257075,neon_14_to_14,DS,Irrigated
100,soybeans,2,2.1601436028157335,neon_14_to_14,DS,Dry
100,sugarbeets,1,61.941000056283286,neon_14_to_14,DS,Irrigated
100,wheat_durum,2,2.444618948043428,neon_14_to_14,DS,Dry
100,wheat_spring,1,4.447150156939298,neon_14_to_14,DS,Irrigated
100,wheat_spring,2,3.5667812342091185,neon_14_to_14,DS,Dry
100,wheat_winter,1,3.1938449768197428,neon_14_to_14,DS,Irrigated
100,wheat_winter,2,2.824557712022342,neon_14_to_14,DS,Dry
42,barley_spring,1,6.584568896792796,neon_15_to_14,GB,Irrigated
42,barley_spring,2,3.176176838440326,neon_15_to_14,GB,Dry
42,corn_grain,1,7.707352816390458,neon_15_to_14,GB,Irrigated
42,corn_grain,2,7.555838232568122,neon_15_to_14,GB,Dry
42,corn_silage,1,30.459025241137635,neon_15_to_14,GB,Irrigated
42,corn_silage,2,23.25521964182412,neon_15_to_14,GB,Dry
42,cotton_upland,1,0.879774296925263,neon_15_to_14,GB,Irrigated
42,cotton_upland,2,0.9882202223047873,neon_15_to_14,GB,Dry
42,hay_alfalfa,1,10.362517305992773,neon_15_to_14,GB,Irrigated
42,hay_alfalfa,2,4.397032708200856,neon_15_to_14,GB,Dry
42,hay_non_alfalfa,1,5.254302933250471,neon_15_to_14,GB,Irrigated
42,hay_non_alfalfa,2,4.460855723870051,neon_15_to_14,GB,Dry
42,oats_fall,2,1.1846755512689398,neon_15_to_14,GB,Dry
42,oats_spring,1,3.4397416413858486,neon_15_to_14,GB,Irrigated
42,oats_spring,2,2.1584948025483524,neon_15_to_14,GB,Dry
42,potatoes_fall,1,49.67635537017879,neon_15_to_14,GB,Irrigated
42,potatoes_summer,2,25.844830711878675,neon_15_to_14,GB,Dry
42,rice,1,6.553026554018157,neon_15_to_14,GB,Irrigated
42,soybeans,1,2.6696924618017643,neon_15_to_14,GB,Irrigated
42,soybeans,2,2.2192341766571033,neon_15_to_14,GB,Dry
42,sugarbeets,1,61.16469047744713,neon_15_to_14,GB,Irrigated
42,wheat_durum,2,2.4660344980602007,neon_15_to_14,GB,Dry
42,wheat_spring,1,4.4392665354027985,neon_15_to_14,GB,Irrigated
42,wheat_spring,2,3.5781416481821777,neon_15_to_14,GB,Dry
42,wheat_winter,1,3.506566265181368,neon_15_to_14,GB,Irrigated
42,wheat_winter,2,2.9238650823673975,neon_15_to_14,GB,Dry
43,barley_spring,1,6.59534990583757,neon_15_to_14,GB,Irrigated
43,barley_spring,2,3.1842418687686798,neon_15_to_14,GB,Dry
43,corn_grain,1,7.696346777650041,neon_15_to_14,GB,Irrigated
43,corn_grain,2,7.400714734365189,neon_15_to_14,GB,Dry
43,corn_silage,1,30.127365112760387,neon_15_to_14,GB,Irrigated
43,corn_silage,2,22.64666132934467,neon_15_to_14,GB,Dry
43,cotton_upland,1,0.8804237106543819,neon_15_to_14,GB,Irrigated
43,cotton_upland,2,0.9835093275477131,neon_15_to_14,GB,Dry
43,hay_alfalfa,1,10.36589900341407,neon_15_to_14,GB,Irrigated
43,hay_alfalfa,2,4.319551837616841,neon_15_to_14,GB,Dry
43,hay_non_alfalfa,1,5.255686657613419,neon_15_to_14,GB,Irrigated
43,hay_non_alfalfa,2,4.418978315455608,neon_15_to_14,GB,Dry
43,oats_fall,2,1.3298376378930508,neon_15_to_14,GB,Dry
43,oats_spring,1,3.4439202882722415,neon_15_to_14,GB,Irrigated
43,oats_spring,2,2.1730696362845623,neon_15_to_14,GB,Dry
43,potatoes_fall,1,49.89888380552099,neon_15_to_14,GB,Irrigated
43,potatoes_summer,2,25.76785474826074,neon_15_to_14,GB,Dry
43,rice,1,6.513960698840261,neon_15_to_14,GB,Irrigated
43,soybeans,1,2.6583937734518615,neon_15_to_14,GB,Irrigated
43,soybeans,2,2.0999650847911004,neon_15_to_14,GB,Dry
43,sugarbeets,1,62.2891803512685,neon_15_to_14,GB,Irrigated
43,wheat_durum,2,2.504881274608874,neon_15_to_14,GB,Dry
43,wheat_spring,1,4.461410885151844,neon_15_to_14,GB,Irrigated
43,wheat_spring,2,3.578675427685106,neon_15_to_14,GB,Dry
43,wheat_winter,1,3.453801822984109,neon_15_to_14,GB,Irrigated
43,wheat_winter,2,3.0681741507542832,neon_15_to_14,GB,Dry
44,barley_spring,1,6.614808293877121,neon_15_to_14,GB,Irrigated
44,barley_spring,2,3.1830487308547695,neon_15_to_14,GB,Dry
44,corn_grain,1,7.697926962859342,neon_15_to_14,GB,Irrigated
44,corn_grain,2,7.395959839000737,neon_15_to_14,GB,Dry
44,corn_silage,1,29.505216983918903,neon_15_to_14,GB,Irrigated
44,corn_silage,2,22.44769901320083,neon_15_to_14,GB,Dry
44,cotton_upland,1,0.8778576046538593,neon_15_to_14,GB,Irrigated
44,cotton_upland,2,0.9853576829579181,neon_15_to_14,GB,Dry
44,hay_alfalfa,1,10.363499579105605,neon_15_to_14,GB,Irrigated
44,hay_alfalfa,2,4.292583412793797,neon_15_to_14,GB,Dry
44,hay_non_alfalfa,1,5.2538351747371745,neon_15_to_14,GB,Irrigated
44,hay_non_alfalfa,2,4.3851096903475595,neon_15_to_14,GB,Dry
44,oats_fall,2,1.272344162464648,neon_15_to_14,GB,Dry
44,oats_spring,1,3.435156074351976,neon_15_to_14,GB,Irrigated
44,oats_spring,2,2.1857581742844796,neon_15_to_14,GB,Dry
44,potatoes_fall,1,50.11584585805129,neon_15_to_14,GB,Irrigated
44,potatoes_summer,2,25.813980757062506,neon_15_to_14,GB,Dry
44,rice,1,6.485389287735754,neon_15_to_14,GB,Irrigated
44,soybeans,1,2.658756677348431,neon_15_to_14,GB,Irrigated
44,soybeans,2,2.099522984930113,neon_15_to_14,GB,Dry
44,sugarbeets,1,61.893595717559144,neon_15_to_14,GB,Irrigated
44,wheat_durum,2,2.4785805556157285,neon_15_to_14,GB,Dry
44,wheat_spring,1,4.419433993630673,neon_15_to_14,GB,Irrigated
44,wheat_spring,2,3.575647238717123,neon_15_to_14,GB,Dry
44,wheat_winter,1,3.3763898664047605,neon_15_to_14,GB,Irrigated
44,wheat_winter,2,2.838700605380135,neon_15_to_14,GB,Dry
45,barley_spring,1,6.593749638355661,neon_15_to_14,GB,Irrigated
45,barley_spring,2,3.182329496428942,neon_15_to_14,GB,Dry
45,corn_grain,1,7.709858120489218,neon_15_to_14,GB,Irrigated
45,corn_grain,2,7.4462364387414155,neon_15_to_14,GB,Dry
45,corn_silage,1,29.673267871330044,neon_15_to_14,GB,Irrigated
45,corn_silage,2,22.63592036185582,neon_15_to_14,GB,Dry
45,cotton_upland,1,0.8741668853677563,neon_15_to_14,GB,Irrigated
45,cotton_upland,2,0.9792249172201696,neon_15_to_14,GB,Dry
45,hay_alfalfa,1,10.364901183343708,neon_15_to_14,GB,Irrigated
45,hay_alfalfa,2,4.325841743899659,neon_15_to_14,GB,Dry
45,hay_non_alfalfa,1,5.255213162270616,neon_15_to_14,GB,Irrigated
45,hay_non_alfalfa,2,4.429394440485499,neon_15_to_14,GB,Dry
45,oats_fall,2,1.356326252546849,neon_15_to_14,GB,Dry
45,oats_spring,1,3.4386264230949433,neon_15_to_14,GB,Irrigated
45,oats_spring,2,2.181853872472568,neon_15_to_14,GB,Dry
45,potatoes_fall,1,49.87041591805244,neon_15_to_14,GB,Irrigated
45,potatoes_summer,2,25.81456585048205,neon_15_to_14,GB,Dry
45,rice,1,6.528170896635907,neon_15_to_14,GB,Irrigated
45,soybeans,1,2.667249586820992,neon_15_to_14,GB,Irrigated
45,soybeans,2,2.0341022318192143,neon_15_to_14,GB,Dry
45,sugarbeets,1,62.010349141601495,neon_15_to_14,GB,Irrigated
45,wheat_durum,2,2.4684154782062655,neon_15_to_14,GB,Dry
45,wheat_spring,1,4.43672280403643,neon_15_to_14,GB,Irrigated
45,wheat_spring,2,3.5719710903251785,neon_15_to_14,GB,Dry
45,wheat_winter,1,3.3585187456531838,neon_15_to_14,GB,Irrigated
45,wheat_winter,2,2.9757334381438323,neon_15_to_14,GB,Dry
46,barley_spring,1,6.617242951659369,neon_15_to_14,GB,Irrigated
46,barley_spring,2,3.1825839857428155,neon_15_to_14,GB,Dry
46,corn_grain,1,7.680524238364256,neon_15_to_14,GB,Irrigated
46,corn_grain,2,7.447961152527966,neon_15_to_14,GB,Dry
46,corn_silage,1,29.331197928957202,neon_15_to_14,GB,Irrigated
46,corn_silage,2,22.38640763421102,neon_15_to_14,GB,Dry
46,cotton_upland,1,0.8625410223695787,neon_15_to_14,GB,Irrigated
46,cotton_upland,2,0.9795091127789266,neon_15_to_14,GB,Dry
46,hay_alfalfa,1,10.360579751323954,neon_15_to_14,GB,Irrigated
46,hay_alfalfa,2,4.330791499253135,neon_15_to_14,GB,Dry
46,hay_non_alfalfa,1,5.253755049255355,neon_15_to_14,GB,Irrigated
46,hay_non_alfalfa,2,4.439657344947215,neon_15_to_14,GB,Dry
46,oats_fall,2,1.414037569491764,neon_15_to_14,GB,Dry
46,oats_spring,1,3.4337159956153416,neon_15_to_14,GB,Irrigated
46,oats_spring,2,2.1707714640011284,neon_15_to_14,GB,Dry
46,potatoes_fall,1,50.192094848578265,neon_15_to_14,GB,Irrigated
46,potatoes_summer,2,25.662947324338855,neon_15_to_14,GB,Dry
46,rice,1,6.4607289083942465,neon_15_to_14,GB,Irrigated
46,soybeans,1,2.6546633580902497,neon_15_to_14,GB,Irrigated
46,soybeans,2,2.1034910964120757,neon_15_to_14,GB,Dry
46,sugarbeets,1,61.87654918642091,neon_15_to_14,GB,Irrigated
46,wheat_durum,2,2.547849584847449,neon_15_to_14,GB,Dry
46,wheat_spring,1,4.415564341600917,neon_15_to_14,GB,Irrigated
46,wheat_spring,2,3.583406080731265,neon_15_to_14,GB,Dry
46,wheat_winter,1,3.384099620250225,neon_15_to_14,GB,Irrigated
46,wheat_winter,2,2.903728336485589,neon_15_to_14,GB,Dry
47,barley_spring,1,6.601100314534809,neon_15_to_14,GB,Irrigated
47,barley_spring,2,3.1769970825319334,neon_15_to_14,GB,Dry
47,corn_grain,1,7.716253601736984,neon_15_to_14,GB,Irrigated
47,corn_grain,2,7.5032550984827,neon_15_to_14,GB,Dry
47,corn_silage,1,29.594402176671,neon_15_to_14,GB,Irrigated
47,corn_silage,2,22.92582168047521,neon_15_to_14,GB,Dry
47,cotton_upland,1,0.8787936929286227,neon_15_to_14,GB,Irrigated
47,cotton_upland,2,0.9938616471732855,neon_15_to_14,GB,Dry
47,hay_alfalfa,1,10.365942369839374,neon_15_to_14,GB,Irrigated
47,hay_alfalfa,2,4.379522290403091,neon_15_to_14,GB,Dry
47,hay_non_alfalfa,1,5.255121073841709,neon_15_to_14,GB,Irrigated
47,hay_non_alfalfa,2,4.456667576003849,neon_15_to_14,GB,Dry
47,oats_fall,2,1.2377158345316241,neon_15_to_14,GB,Dry
47,oats_spring,1,3.436646538273449,neon_15_to_14,GB,Irrigated
47,oats_spring,2,2.1797201760683165,neon_15_to_14,GB,Dry
47,potatoes_fall,1,49.88797530855266,neon_15_to_14,GB,Irrigated
47,potatoes_summer,2,25.930322437241404,neon_15_to_14,GB,Dry
47,rice,1,6.541981584930469,neon_15_to_14,GB,Irrigated
47,soybeans,1,2.6700191955741888,neon_15_to_14,GB,Irrigated
47,soybeans,2,2.1450718915218565,neon_15_to_14,GB,Dry
47,sugarbeets,1,61.444368256216116,neon_15_to_14,GB,Irrigated
47,wheat_durum,2,2.476349823574953,neon_15_to_14,GB,Dry
47,wheat_spring,1,4.425331717125181,neon_15_to_14,GB,Irrigated
47,wheat_spring,2,3.584895220918478,neon_15_to_14,GB,Dry
47,wheat_winter,1,3.2230975179253942,neon_15_to_14,GB,Irrigated
47,wheat_winter,2,2.821948464278711,neon_15_to_14,GB,Dry
48,barley_spring,1,6.604414345174827,neon_15_to_14,GB,Irrigated
48,barley_spring,2,3.1808027083099697,neon_15_to_14,GB,Dry
48,corn_grain,1,7.706263716239781,neon_15_to_14,GB,Irrigated
48,corn_grain,2,7.467602782483858,neon_15_to_14,GB,Dry
48,corn_silage,1,29.65151105164107,neon_15_to_14,GB,Irrigated
48,corn_silage,2,22.44477444006621,neon_15_to_14,GB,Dry
48,cotton_upland,1,0.8780841993033545,neon_15_to_14,GB,Irrigated
48,cotton_upland,2,0.9836562687762708,neon_15_to_14,GB,Dry
48,hay_alfalfa,1,10.361438463866957,neon_15_to_14,GB,Irrigated
48,hay_alfalfa,2,4.333307276448963,neon_15_to_14,GB,Dry
48,hay_non_alfalfa,1,5.253756661192634,neon_15_to_14,GB,Irrigated
48,hay_non_alfalfa,2,4.413765348151999,neon_15_to_14,GB,Dry
48,oats_fall,2,1.2024854420380648,neon_15_to_14,GB,Dry
48,oats_spring,1,3.4341854133600087,neon_15_to_14,GB,Irrigated
48,oats_spring,2,2.1893283871023894,neon_15_to_14,GB,Dry
48,potatoes_fall,1,50.04319740357002,neon_15_to_14,GB,Irrigated
48,potatoes_summer,2,26.009579435960678,neon_15_to_14,GB,Dry
48,rice,1,6.510297303219845,neon_15_to_14,GB,Irrigated
48,soybeans,1,2.6645610875557293,neon_15_to_14,GB,Irrigated
48,soybeans,2,2.1067227389130925,neon_15_to_14,GB,Dry
